Array Design Name	Agilent-021827 Human miRNA Microarray G4470C (Feature Number version)
Provider	 Agilent Technologies(cag_sales-na@agilent.com)
Comment[ArrayExpressAccession]	A-GEOD-14767
Comment[SecondaryAccession]	GPL14767
Comment[Description]	Array Manufacturer: Agilent Technologies, Catalogue number: G4470C, Distribution: commercial, Technology: in situ oligonucleotide, Human miRNA Microarray 3.0  Arrays of this design have barcodes that begin with 16021827 or 2521827.  Orientation: Features are numbered numbered Left-to-Right, Top-to-Bottom as scanned by an Agilent scanner (barcode on the left, DNA on the back surface, scanned through the glass), matching the FeatureNum output from Agilent's Feature Extraction software.  The ID column represents the Agilent Feature Extraction feature number.  Rows and columns are numbered as scanned by an Axon Scanner (barcode on the bottom, DNA on the front surface).  To match data scanned on an Axon scanner, use the RefNumber column contained in the Agilent-provided GAL file as the ID_REF column in sample submissions. <br>Reporter Name = Agilent feature number<br>Comment[CONTROL_TYPE] = Control type<br>Reporter Database Entry [mirbase] = miRBase LINK_PRE:http://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=<br>Comment[GENE_NAME] = Gene Name<br>Comment[ACCESSION_STRING] = Accession String<br>Reporter Database Entry [chromosome_coordinate] = Chromosomal Location<br>Comment[SPOT_ID] = Spot identifier
Comment[SubmittedName]	Agilent-021827 Human miRNA Microarray G4470C (Feature Number version)
Comment[Organism]	Homo sapiens
Comment[ArrayExpressReleaseDate]	2011-10-20
Printing Protocol	see manufacturer's web site at http://www.agilent.com/
Surface Type
Substrate Type
Term Source Name	chromosome_coordinate	mirbase
3170	hsa-miR-625	chr14:65937838-65937854
3171	hsa-miR-29b-1*	chr7:130562250-130562231
3172	hsa-miR-431*	chr14:101347412-101347427
3173	hsa-miR-606	chr10:77312279-77312296
3174	hsa-miR-1267	chr13:108183550-108183534
3175	hsa-miR-125a-3p	chr19:52196567-52196580
3176	hsa-miR-98	chrX:53583226-53583207
3177	hsa-miR-499-3p	chr20:33578256-33578269
3178	hsa-miR-373*	chr19:54291975-54291985
3179		
3180	hsa-miR-518e	chr19:54233150-54233165
3181	hsa-miR-30a	chr6:072113280-072113266,chr6:072170001-072169987
3182	hsa-miR-340*	chr5:179442381-179442362
3183	hsa-miR-214*	chr1:172107988-172107973
3184	hsa-miR-432*	chr14:101350887-101350901
3185	hsa-miR-24-2*	chr19:13947134-13947121
3186	hsa-miR-1468	chrX:63005914-63005902
3187	hsa-miR-1295	chr1:171070937-171070924
3188	hsa-miR-103b	chr5:167987916-167987931,chr5:167987916-167987931,chr20:003898171-003898156,chr20:003898171-003898156
3189	hsa-miR-512-3p	chr19:054169986-054170004,chr19:054172470-054172488
3190	hsa-let-7a	chr9:096938246-096938265,chr11:122017255-122017236,chr22:046508634-046508653
3191	hsa-miR-1271	chr5:175794970-175794984
3192	hcmv-miR-US33-5p	HEHCMVCG:000220498-000220490,HEHCMVCG:000220498-000220490
3193	hsa-miR-548o	chr7:102046296-102046280,chr20:037145255-037145271
3194	hsa-miR-584	chr5:148441912-148441897
3195	hsa-miR-654-5p	chr14:100576330-100576345,chr14:101506577-101506592
3196	hsa-miR-483-5p	chr11:2155392-2155379
3197	hsa-miR-564	chr3:44903402-44903413
3198	hsa-miR-493	chr14:101335463-101335474
3199	hsa-miR-127-5p	chr14:101349349-101349359
3200	hsa-miR-599	chr8:100548943-100548927
3201	hsa-miR-518e	chr19:54233149-54233165
3202	hsa-miR-379	chr14:101488415-101488428
3203	jcv-miR-J1-3p	unmapped
3204	ebv-miR-BART15	HHV507799:000139555-000139574
3205	hsa-miR-1265	chr10:14478595-14478609
3206	hsa-miR-888	chrX:145076332-145076315
3207	hsa-miR-495	chr14:101500145-101500162
3208	hsv1-miR-H1_v14.0	unmapped
3209	hsa-miR-1255a	chr4:102251508-102251490
3210	hsa-miR-550a*	chr7:030296001-030296016,chr7:030329476-030329491,chr7:030329476-030329491,chr7:032739184-032739199,chr7:032772659-032772674,chr7:032772659-032772674,chr7:029720430-029720415
3211	hsa-miR-1275	chr6:33967782-33967770
3212	hsa-miR-106b	chr7:99691647-99691633
3213	hsa-miR-545*	chrX:73506984-73506966
3214		
3215	hsa-miR-1202	chr6:156267952-156267963
3216	hsa-miR-339-3p	chr7:1062640-1062631
3217	hsa-miR-302b*	chr4:113569672-113569653
3218	hsa-miR-1181	chr19:10514167-10514158
3219	hsa-miR-299-5p	chr14:101490141-101490158
3220	hsa-miR-106a*	chrX:133304298-133304278
3221	hsa-miR-657	chr17:79099158-79099144
3222	hsa-miR-577	chr4:115577931-115577950
3223	hsa-miR-1270	chr19:020510115-020510098,chr19:020579274-020579257
3224	hsa-miR-875-5p	chr8:100549045-100549028
3225	hsa-miR-675	chr11:2018020-2018010
3226	hsa-miR-570	chr3:195426337-195426352
3227	hsa-miR-1251	chr12:97885700-97885711
3228	hsa-miR-224	chrX:151127077-151127060
3229	hsa-miR-28-3p	chr3:188406631-188406643
3230	hsa-miR-522	chr19:54254521-54254539
3231	hcmv-miR-US25-2-3p	HEHCMVCG:000215532-000215522
3232	hsa-miR-549	chr15:81134399-81134381
3233	hsa-miR-124	chr8:065291773-065291786,chr8:009760969-009760956,chr20:061809910-061809923
3234	hsa-miR-526b*	chr19:054197702-054197718,chr19:058889514-058889530
3235	hsa-miR-554	chr1:151518293-151518307
3236	hsa-let-7f-2*	chrX:53584231-53584211
3237	hsa-miR-423-5p	chr17:28444121-28444135
3238	hsa-miR-940	chr16:2321817-2321827
3239	hsa-miR-516a-3p	chr19:054228751-054228768,chr19:054240159-054240176,chr19:054260055-054260072,chr19:054264447-054264464,chr19:058920563-058920580,chr19:058931971-058931988,chr19:058951867-058951884,chr19:058956259-058956276
3240	hsa-miR-26b*	chr2:219267418-219267436
3241		
3242	hsa-miR-32	chr9:111808535-111808517
3243	hcmv-miR-US33-5p	HEHCMVCG:000220498-000220487,HEHCMVCG:000220498-000220487
3244	hsa-miR-196b	chr7:27209134-27209117
3245	hcmv-miR-UL112	HEHCMVCG:000163235-000163250
3246	ebv-miR-BART20-5p	HHV507799:000148346-000148359,HHV507799:000148346-000148359
3247	ebv-miR-BART19-3p	HHV507799:000148257-000148274
3248	hsa-let-7c*_v16.0	chr21:17912190-17912201
3249	hsa-miR-301a	chr17:054583351-054583332,chr17:057228569-057228550
3250	hsa-miR-138-2*	chr16:56892496-56892507
3251	hsa-miR-643	chr19:52785118-52785131
3252	hsa-let-7f-1*	chr9:96938697-96938712
3253	hsa-miR-632	chr17:30677193-30677206
3254	hsa-miR-509-3-5p	chrX:146341200-146341186
3255	hsa-miR-302f	chr18:27878906-27878918
3256	hsv1-miR-H2*	unmapped
3257	hsa-miR-18a	chr13:92003016-92003032
3258	hsa-miR-374a*	chrX:73507183-73507166
3259		
3260	hsa-miR-302b*	chr4:113569672-113569654
3261	hsa-miR-582-5p	chr5:058999469-058999448,chr5:059035226-059035205
3262	hsa-miR-1275	chr6:33967782-33967771
3263	hsv1-miR-H2*	unmapped
3264		
3265	hsa-miR-125b-1*	chr11:121970540-121970528
3266	bkv-miR-B1-3p	unmapped
3267	hsa-miR-92a-1*	chr13:92003587-92003600
3268	hsa-miR-518d-3p	chr19:054238186-054238203,chr19:058929998-058930015
3269	hsa-miR-574-5p	chr4:38869684-38869699
3270	hsa-miR-548a-5p	chr8:105496642-105496623
3271	hsa-miR-1184	chrX:154687245-154687260,chrX:154115717-154115702,chrX:154612831-154612816
3272	hsa-miR-616	chr12:57913022-57913010
3273	hsa-miR-215	chr1:220291241-220291222
3274	hsa-miR-1180	chr17:19247880-19247870
3275	hsa-miR-591	chr7:95849008-95848994
3276	hsa-miR-518c*	chr19:054209525-054209541,chr19:054210727-054210743,chr19:054212018-054212034,chr19:054230187-054230203,chr19:054238151-054238167
3277	hsa-miR-584	chr5:148441912-148441898
3278	hsa-miR-708*	chr11:79113143-79113129
3279	hsa-miR-136*	chr14:101351089-101351108
3280	hsa-miR-587	chr6:107232020-107232035
3281	hsa-miR-1292	chr20:2633439-2633449
3282		
3283	ebv-miR-BART9*	HHV507799:000146965-000146980
3284	hsa-miR-492	chr12:95228209-95228225
3285		
3286	hsa-miR-197	chr1:110141569-110141583
3287	hsa-miR-551a	chr1:3477339-3477325
3288	hsa-miR-199a-5p	chr1:170380350-170380333,chr1:172113727-172113710,chr19:010789129-010789112,chr19:010928129-010928112
3289	hsa-miR-149*	chr2:241395484-241395493
3290	hsa-miR-32*	chr9:111808576-111808557
3291	hsa-miR-1178	chr12:120151514-120151499
3292	hsa-miR-639	chr19:14640422-14640437
3293	hsa-miR-519b-3p	chr19:54198520-54198538
3294	hsa-miR-654-5p	chr14:100576328-100576345,chr14:101506575-101506592
3295	hsa-miR-130b	chr22:22007648-22007664
3296	hsa-miR-509-3-5p	chrX:146341200-146341186
3297	hsa-miR-137	chr1:098284294-098284276,chr1:098511706-098511688
3298	hsa-miR-506	chrX:146312328-146312313
3299	hsa-miR-363	chrX:133303478-133303462
3300	hsa-miR-15a*	chr13:50623326-50623312
3301	hsa-miR-548b-3p	chr6:119390293-119390276,chr6:119431992-119431975
3302		
3303	hsa-miR-211	chr15:31357281-31357262
3304	hsa-miR-375	chr2:219866427-219866415
3305	hsa-miR-1279	chr12:69666967-69666953
3306	hsa-miR-199a-3p	chr1:172113765-172113746,chr9:131007085-131007066,chr19:010928169-010928150
3307	hsa-miR-888	chrX:145076332-145076315
3308	hsa-miR-522	chr19:54254520-54254539
3309	hsa-miR-1913	chr6:166922911-166922901
3310	hsa-miR-107	chr10:91352575-91352558
3311	hsa-miR-30b	chr8:135812800-135812784
3312		
3313	hsa-miR-148b*	chr12:54731030-54731045
3314	hsa-miR-18b*	chrX:133304140-133304129
3315	hsa-miR-145*	chr5:148810264-148810283
3316	hsa-miR-1276	chr15:86313757-86313744
3317	hsa-miR-145*	chr5:148810264-148810283
3318	hsa-miR-1274b_v16.0	chr19:58024405-58024394
3319	hsa-miR-424	chrX:133680675-133680655
3320	hsa-miR-491-5p	chr9:20716127-20716140
3321	hsa-miR-635	chr17:66420629-66420613
3322		
3323	hsa-miR-611	chr11:61560028-61560016
3324	kshv-miR-K12-3*	KSU75698:000121611-000121594
3325	hsa-miR-1263	chr3:163889292-163889279
3326	hsv1-miR-H3_v14.0	unmapped
3327	hsa-miR-219-1-3p	chr6:33175685-33175694
3328	hsa-miR-576-3p	chr4:110409914-110409929
3329	hsa-miR-181a-2*	chr9:127454803-127454818
3330	hsa-miR-129-5p	chr7:127635171-127635185,chr7:127847935-127847949,chr11:043559540-043559554,chr11:043602964-043602978
3331	hsa-miR-1308_v15.0	chrX:22080280-22080269
3332	hsa-miR-518f*	chr19:054203290-054203305,chr19:054214277-054214292,chr19:058906089-058906104
3333	hsa-miR-525-5p	chr19:054200803-054200821,chr19:058892615-058892633
3334	hsa-miR-1305	chr4:183090500-183090517
3335	hsa-miR-934	chrX:135633062-135633072
3336	hsa-miR-942	chr1:117637281-117637298
3337	hsa-miR-21*	chr17:57918679-57918692
3338	hsa-miR-499-5p	chr20:33578213-33578231
3339	hsa-miR-512-3p	chr19:054169987-054170004,chr19:054172471-054172488
3340	hsa-miR-339-3p	chr7:1062640-1062630
3341	hsa-miR-566	chr3:50210778-50210792
3342	hsa-miR-658	chr22:38240363-38240347
3343	hsa-miR-33b*	chr17:17717224-17717213
3344	hsa-miR-657	chr17:79099158-79099147
3345	hsa-miR-653	chr7:93112104-93112086
3346	hsa-miR-141	chr12:7073324-7073339
3347	hsa-miR-1231	chr1:201777754-201777762
3348	hsa-miR-623	chr13:100008409-100008422
3349	hsa-miR-569	chr3:170824533-170824515
3350	hsa-miR-218-1*	chr4:20529976-20529986
3351	hsa-miR-1260	chr14:77732578-77732591
3352	hsa-miR-30c-1*	chr1:41223015-41223032
3353	hsa-miR-105*	chrX:151560762-151560743,chrX:151562955-151562936
3354	hsv1-miR-H2	unmapped
3355	hsa-miR-589*	chr7:005502059-005502045,chr7:005535533-005535519
3356	hsa-miR-518f	chr19:54203323-54203341
3357	hsa-miR-199b-5p	chr9:130046868-130046848,chr9:131007047-131007027
3358	hsa-miR-497	chr17:6921273-6921257
3359	hsv1-miR-H2*	unmapped
3360	hsa-miR-770-5p	chr14:101318753-101318768
3361	hsa-miR-432	chr14:101350839-101350855
3362	hsa-miR-450b-3p	chrX:133674283-133674264
3363	hsa-miR-891b	chrX:145082602-145082584
3364	hsa-miR-1	chr18:019409038-019409019,chr20:061151560-061151579
3365	hsa-miR-548k	chr11:70130098-70130113
3366	hsa-miR-328	chr16:67236292-67236277
3367	hsa-miR-32*	chr9:111808576-111808558
3368	hsa-miR-371-5p	chr19:54290944-54290953
3369	hsa-miR-1306	chr22:20073641-20073652
3370	hsa-miR-579	chr5:32394567-32394551
3371	hsa-miR-146a*	chr5:159912416-159912436
3372	hsa-miR-1	chr18:019409038-019409019,chr20:061151560-061151579
3373	hsa-miR-892a	chrX:145078251-145078235
3374	hsa-miR-548j	chr22:26951227-26951213
3375	hsa-miR-34c-5p	chr11:110889389-110889408,chr11:111384179-111384198
3376	kshv-miR-K12-3*	KSU75698:000121611-000121596
3377	bkv-miR-B1-5p	unmapped
3378	hsa-miR-519e	chr19:54183247-54183266
3379	hsa-miR-886-5p_v15.0	chr5:135416209-135416199
3380	hsa-miR-92a-2*	chrX:133303597-133303580
3381	hsa-miR-494	chr14:101496026-101496039
3382	hiv1-miR-TAR-3p	unmapped
3383	hsa-miR-17*	chr13:92002916-92002930
3384	hsa-miR-143*	chr5:148808514-148808528
3385	hsa-miR-1301	chr2:25551579-25551566
3386	ebv-miR-BART19-5p	HHV507799:000148221-000148237
3387	hsa-miR-105	chrX:151560725-151560712,chrX:151562918-151562905
3388	hsa-miR-195	chr17:6920968-6920951
3389	hsa-miR-645	chr20:49202388-49202401
3390	hsa-miR-570	chr3:195426337-195426352
3391	hcmv-miR-US5-1	HEHCMVCG:000196111-000196122
3392	hsa-miR-148a*	chr7:25989565-25989551
3393	hsa-miR-933	chr2:176032428-176032418
3394	hsa-miR-298	chr20:57393314-57393302
3395	hsa-miR-1247	chr14:102026684-102026672
3396	hsa-miR-637	chr19:3961495-3961483
3397	hsa-miR-375	chr2:219866427-219866414
3398	hsa-miR-1260	chr14:77732579-77732591
3399	hsa-miR-1237	chr11:64136167-64136175
3400	hsa-miR-449b	chr5:54466510-54466495
3401	hcmv-miR-US33-5p	HEHCMVCG:000220498-000220490,HEHCMVCG:000220498-000220490
3402	hsa-miR-432*	chr14:101350887-101350901
3403	hsa-miR-29c*	chr1:207975233-207975215
3404	hsa-miR-1253	chr17:2651415-2651400
3405	hsa-miR-1255a	chr4:102251508-102251489
3406	hsa-miR-33b	chr17:17717184-17717169
3407		
3408	hsa-miR-373	chr19:54292009-54292024
3409	hsa-miR-548f	chr2:213291063-213291045,chr5:109849601-109849583,chr7:147075189-147075171,chr10:056367702-056367684,chrX:032659660-032659642
3410	hsa-miR-19b	chr13:092003503-092003521,chrX:133303784-133303766
3411	hsa-miR-29b-2*	chr1:207975819-207975806
3412	hsa-miR-1179	chr15:89151357-89151372
3413	hsa-miR-600	chr9:125873907-125873893
3414	hsa-miR-301b	chr22:22007319-22007336
3415	hsa-miR-588	chr6:126805796-126805812
3416	hsa-miR-451	chr17:27188424-27188405
3417	hsa-miR-613	chr12:12917648-12917662
3418	hsa-miR-340	chr5:179442339-179442322
3419	hsa-miR-769-3p	chr19:46522266-46522280
3420	hsa-miR-100*	chr11:122023005-122022989
3421	hsa-miR-548c-5p	chr12:65016316-65016334
3422	hsa-miR-146a	chr5:159912384-159912400
3423	hsa-miR-411	chr14:101489681-101489697
3424	hsa-miR-183	chr7:129414792-129414777
3425	hsa-miR-7-2*	chr15:89155133-89155148
3426	hcmv-miR-UL36	HEHCMVCG:000049519-000049504
3427	hsa-miR-129-5p	chr7:127635172-127635185,chr7:127847936-127847949,chr11:043559541-043559554,chr11:043602965-043602978
3428	hsa-miR-337-5p	chr14:101340856-101340872
3429	hsa-miR-1250	chr17:79107039-79107025
3430	hsa-miR-339-3p	chr7:1062640-1062631
3431	hsa-miR-16-1*	chr13:50623185-50623173
3432	hsa-miR-27a	chr19:13947324-13947310
3433	hsa-miR-147b	chr15:45725302-45725317
3434	hsa-miR-101	chr1:065524183-065524165,chr9:004850347-004850365
3435	hsa-miR-933	chr2:176032428-176032416
3436	hsa-miR-369-5p	chr14:101531946-101531964
3437	hsa-miR-125b-1*	chr11:121970540-121970529
3438	hsa-miR-134	chr14:101521042-101521052
3439	hsa-miR-24-1*	chr9:096888132-096888151,chr9:097848311-097848330
3440	hsa-miR-598	chr8:10892797-10892780
3441	hsa-miR-29a	chr7:130561568-130561550
3442	hsa-miR-1267	chr13:108183550-108183535
3443	hsa-miR-410	chr14:101532301-101532318
3444	hsa-miR-522	chr19:54254520-54254539
3445	hsa-miR-128	chr2:136423018-136423036,chr3:035786021-035786039
3446	hsa-miR-197	chr1:110141568-110141583
3447	hsa-miR-219-2-3p	chr9:131154979-131154966
3448	hsa-miR-1290	chr1:19223635-19223620
3449	hcmv-miR-UL148D	unmapped
3450	hsa-miR-152	chr17:46114600-46114587
3451	hsa-miR-10a*	chr17:46657283-46657270
3452	hsa-miR-29c	chr1:207975271-207975251
3453	hsa-miR-138-2*	chr16:56892496-56892507
3454	hsa-miR-517a	chr19:54215579-54215596
3455	hsa-miR-135a*	chr3:52328311-52328301
3456	hsa-miR-1197	chr14:101491962-101491977
3457	hsa-miR-139-5p	chr11:72326134-72326120
3458	hsa-let-7g*	chr3:52302375-52302365
3459	hsa-miR-324-5p	chr17:7126653-7126639
3460	hsa-miR-369-5p	chr14:101531947-101531964
3461	hsa-miR-548a-5p	chr8:105496642-105496625
3462	hsa-miR-7-1*	chr9:86584749-86584732
3463	hsa-miR-30a*	chr6:072113321-072113306,chr6:072170042-072170027
3464	hsa-miR-1282	chr15:44085884-44085869
3465	hsa-miR-876-5p	chr9:28863655-28863635
3466	hsa-miR-510	chrX:146353883-146353870
3467	hsa-miR-624	chr14:31483925-31483908
3468	hsa-miR-518c	chr19:54212053-54212072
3469	hsa-miR-517*	chr19:054215541-054215557,chr19:054224340-054224356,chr19:054244591-054244607
3470	hsa-miR-769-3p	chr19:46522267-46522280
3471	hsa-miR-591	chr7:95849008-95848994
3472	hsa-miR-1324	chr3:75679980-75679997
3473	hsa-miR-107	chr10:91352575-91352557
3474	hsa-let-7d	chr9:96941127-96941144
3475	hsa-miR-96*	chr7:129414604-129414591
3476	hsa-miR-450a	chrX:133674409-133674390,chrX:133674581-133674562
3477		
3478	hsa-miR-1	chr18:019409038-019409019,chr20:061151560-061151579
3479	hsa-miR-665	chr14:101341419-101341431
3480	hsa-miR-410	chr14:101532302-101532318
3481	hsa-miR-144*	chr17:27188586-27188566
3482	hsa-miR-125a-5p	chr19:52196528-52196544
3483	hsa-miR-590-5p	chr7:073243480-073243500,chr7:073605544-073605564
3484	hsa-miR-130a*	chr11:57408697-57408712
3485		
3486	hsa-miR-223	chrX:65238781-65238800
3487	hsa-miR-454	chr17:57215204-57215185
3488	hsa-miR-23b	chr9:97847553-97847567
3489	hsa-miR-652	chrX:109298625-109298637
3490	hsa-miR-1225-5p	chr16:2140217-2140208
3491	hsa-miR-301b	chr22:22007319-22007336
3492	hsa-miR-218-1*	chr4:20529973-20529986
3493	hsa-miR-362-3p	chrX:49773617-49773634
3494	hsa-let-7c	chr21:17912162-17912179
3495	hsa-miR-509-3p	chrX:146340353-146340338,chrX:146341234-146341219,chrX:146342125-146342110
3496	hsa-miR-1264	chrX:113887176-113887193
3497	hsa-miR-361-3p	chrX:85158707-85158689
3498	hsa-miR-583	chr5:95414861-95414877
3499	hsa-miR-190	chr15:63116172-63116191
3500	hsa-miR-142-5p	chr17:56408628-56408611
3501	hsa-miR-1183	chr7:21510737-21510749
3502	hsa-miR-30b*	chr8:135812838-135812822
3503	hsa-miR-646	chr20:58883597-58883610
3504	hsa-miR-7-1*	chr9:86584749-86584733
3505	hsa-miR-188-3p	chrX:49768170-49768182
3506	hsa-miR-23a*	chr19:13947430-13947417
3507	hsa-miR-548d-3p	chr8:124360355-124360339,chr8:124429536-124429520,chr17:062898148-062898132,chr17:065467686-065467670
3508	hsa-miR-129-5p	chr7:127635172-127635185,chr7:127847936-127847949,chr11:043559541-043559554,chr11:043602965-043602978
3509	hsa-miR-450a	chrX:133674409-133674390,chrX:133674581-133674562
3510	hsa-miR-191	chr3:49058088-49058075
3511	ebv-miR-BHRF1-2*	HHV507799:000042859-000042874
3512	hsa-miR-33a*	chr22:42297003-42297014
3513	hsa-miR-24	chr9:097848351-097848367,chr19:013947171-013947155
3514	hsa-miR-886-5p_v15.0	chr5:135416209-135416198
3515	hsa-miR-521	chr19:054219904-054219922,chr19:054251946-054251964
3516	hsa-miR-195*	chr17:6921007-6920997
3517	ebv-miR-BART1-3p	HHV507799:000139391-000139408
3518	hsa-miR-936	chr10:105807882-105807870
3519	hsa-miR-511	chr10:017887127-017887142,chr10:018134056-018134071
3520	hsa-miR-548m	chrX:94318174-94318157
3521	hsa-miR-34c-3p	chr11:111384221-111384230
3522	ebv-miR-BART4	HHV507799:000139235-000139249
3523	hsa-miR-140-3p	chr16:69967053-69967065
3524	hsa-miR-154*	chr14:101526146-101526163
3525	hsa-miR-198	chr3:120114541-120114527
3526	hsa-miR-885-3p	chr3:10436236-10436223
3527	hsa-miR-410	chr14:101532302-101532318
3528	hsa-miR-574-3p	chr4:38869721-38869734
3529	hsa-miR-558	chr2:32757282-32757298
3530	hsa-miR-186	chr1:71533349-71533330
3531	hsa-miR-1911	chrX:113997765-113997777
3532	hsa-miR-567	chr3:111831671-111831685
3533	hcmv-miR-UL70-5p	HEHCMVCG:000103099-000103110
3534	hsa-miR-424	chrX:133680675-133680655
3535	hsa-miR-616*	chr12:056199249-056199234,chr12:057912982-057912967
3536		
3537	hsa-miR-548b-3p	chr6:119390293-119390278,chr6:119431992-119431977
3538	hsa-miR-663	chr20:26188857-26188847
3539	hsa-miR-1914	chr20:62572851-62572840
3540	hsa-miR-1908	chr11:61582664-61582653
3541	hcmv-miR-US33-3p	HEHCMVCG:000220533-000220520
3542	hcmv-miR-UL70-5p	HEHCMVCG:000103096-000103110
3543	hsa-miR-933	chr2:176032428-176032416
3544	hsa-miR-19b	chr13:092003503-092003521,chrX:133303784-133303766
3545	hcmv-miR-US5-1	HEHCMVCG:000196109-000196122
3546	hsa-miR-643	chr19:52785115-52785131
3547	hsa-miR-1307	chr10:105154110-105154100
3548		
3549	hsa-miR-33b	chr17:17717184-17717169
3550	kshv-miR-K12-4-3p	KSU75698:000121478-000121465
3551	hsa-miR-330-3p	chr19:046142330-046142316,chr19:050834170-050834156
3552	hsa-miR-145	chr5:148810231-148810246
3553	hsa-miR-96*	chr7:129414604-129414591
3554	hsa-miR-99b*	chr19:52195922-52195930
3555	hsa-miR-604	chr10:29834011-29833998
3556	hsa-miR-628-3p	chr15:55665218-55665206
3557	hsa-miR-924	chr18:37202109-37202091
3558	hsa-miR-935	chr19:54485626-54485638
3559	hsa-miR-603	chr10:24564681-24564695
3560	hsa-let-7d*	chr9:96941182-96941198
3561	hsa-miR-769-5p	chr19:46522223-46522240
3562	hsa-miR-577	chr4:115577932-115577950
3563	hsa-miR-324-5p	chr17:7126653-7126638
3564	hsa-miR-561	chr2:189162282-189162300
3565	hsa-miR-539	chr14:101513668-101513687
3566	hsa-miR-519c-3p	chr19:054189777-054189797,chr19:058881589-058881609
3567	jcv-miR-J1-3p	unmapped
3568	hsv1-miR-H2	unmapped
3569	hsa-miR-155*	chr21:26946336-26946355
3570	hsa-miR-370	chr14:101377533-101377544
3571	hsa-let-7i	chr12:62997474-62997492
3572	ebv-miR-BART8	HHV507799:000146777-000146793,HHV507799:000146777-000146793
3573	hsa-miR-593*	chr7:127509175-127509188,chr7:127721939-127721952
3574	hsa-miR-629*	chr15:068158846-068158832,chr15:070371792-070371778
3575	hsa-let-7g	chr3:52302319-52302300
3576	hsa-miR-483-3p	chr11:2155431-2155416
3577	hsa-miR-376b	chr14:101506838-101506855
3578	hsa-miR-409-5p	chr14:101531657-101531673
3579	hsa-miR-520a-3p	chr19:054194189-054194208,chr19:058886001-058886020
3580	hsa-miR-1229	chr5:179225346-179225336
3581	hsa-miR-144*	chr17:27188586-27188566
3582	hsa-miR-1225-5p	chr16:2140217-2140208
3583	hsa-miR-574-3p	chr4:38869721-38869734
3584	hsa-miR-219-1-3p	chr6:33175683-33175694
3585	ebv-miR-BART2-5p	HHV507799:000152754-000152768,HHV507799:000152754-000152768
3586	hsa-miR-362-5p	chrX:049660323-049660339,chrX:049773583-049773599
3587	hsa-miR-125b-2*	chr21:17962619-17962631
3588	hsa-miR-548e	chr10:112748740-112748757
3589		
3590	hsa-miR-520c-3p	chr19:54210763-54210781
3591	hsa-miR-373	chr19:54292008-54292024
3592	hsa-miR-523	chr19:54201698-54201713
3593	hsa-miR-603	chr10:24564680-24564695
3594	hsa-miR-518b	chr19:54206047-54206062
3595	hsa-miR-125a-5p	chr19:52196528-52196544
3596	hsa-miR-98	chrX:53583226-53583207
3597	hsa-miR-1323	chr19:54175239-54175253
3598	hsa-miR-448	chrX:114058089-114058108
3599	hsa-miR-218-2*	chr5:168195238-168195227
3600	hcmv-miR-UL70-3p	HEHCMVCG:000103140-000103150
3601		
3602	hsa-let-7c*_v16.0	chr21:17912187-17912201
3603	ebv-miR-BART2-5p	HHV507799:000152754-000152768,HHV507799:000152754-000152768
3604	hsa-miR-483-5p	chr11:2155392-2155380
3605		
3606	hsa-miR-543	chr14:101498374-101498391
3607	ebv-miR-BART14	HHV507799:000148782-000148799,HHV507799:000148782-000148799
3608	hsa-miR-631	chr15:75645987-75645975
3609	hsa-miR-502-5p	chrX:049665963-049665981,chrX:049779223-049779241
3610	hsa-miR-558	chr2:32757285-32757298
3611	hsa-miR-576-5p	chr4:110409872-110409890
3612	hcmv-miR-UL22A	HEHCMVCG:000027653-000027667
3613	hsa-miR-455-3p	chr9:116971772-116971787
3614	hsa-miR-133b	chr6:052013790-052013807,chr6:052121749-052121766
3615	hsa-miR-423-3p	chr17:28444160-28444171
3616	hsa-miR-367	chr4:113569094-113569075
3617		
3618	hsa-miR-549	chr15:81134399-81134383
3619	hsa-miR-675*	chr11:2018052-2018041
3620	hsa-miR-181a-2*	chr9:127454805-127454818
3621	hsa-miR-548k	chr11:70130098-70130113
3622	hsa-miR-34a	chr1:9211769-9211752
3623	hsa-miR-338-5p	chr17:79099709-79099696
3624	hcmv-miR-US5-2	HEHCMVCG:000196238-000196250
3625	hsa-miR-221*	chrX:45605630-45605611
3626	hsa-miR-1201_v15.0	chr14:20794680-20794663
3627	hsa-miR-589	chr7:5535494-5535480
3628	hsa-miR-222	chrX:45606509-45606498
3629	hsa-miR-508-5p	chrX:146318478-146318465
3630	hsa-miR-105*	chrX:151560762-151560744,chrX:151562955-151562937
3631	hsa-miR-563	chr3:15915335-15915347
3632	hsa-miR-200a	chr1:1103302-1103317
3633	hsa-miR-9*	chr1:154656832-154656815,chr1:156390208-156390191,chr5:087962744-087962727,chr5:087998500-087998483,chr15:087712310-087712327,chr15:089911306-089911323
3634	hsa-miR-194	chr1:220291534-220291519,chr11:064658862-064658847
3635	hsa-miR-220c_v15.0	chr19:49063560-49063544
3636	hsa-miR-22*	chr17:1617232-1617217
